energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,hyperparam_seed,hyperparam_l2_regularization,hyperparam_kfold,hyperparam_epochs,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,hyperparam_l2_regularization_x_is_parallel,hyperparam_kfold_x_is_parallel
-0.1639546330843228,-0.4904812216913092,-0.1861584296150797,-1.435273051354907,-1.542775258037951,-0.1864896990326632,-0.7238056102989479,-0.8044183176403916,-0.8670887687384429,-1.6574670930199156,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-0.5292088859698211,-1.0066992856382715,-1.2795210356878304,-1.8193726793665788,-1.5094852854310556,0.09425781615390057,-0.06412455098348932
-0.1623754702813762,-0.4883095539042905,-0.1845380534334078,-1.4436927931725834,-1.5706100931090732,-0.1525120651595757,-0.7250097951000883,-0.9641442695894084,-1.130239379483451,-1.6566181579108994,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-0.748290294787312,-0.7386432628351821,-0.4987963359460872,-0.4238311355342501,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1571691717738041,-0.4854497655008361,-0.179486719337312,-1.451545139483593,-1.5875293065836769,-0.2355145707638324,-0.7244103854650383,-1.0041423083890677,-1.2179562497317875,-1.6576382977463922,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,0.692998245089594,-0.7386432628351821,-0.4987963359460872,0.041349379076526,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.1565089854167006,-0.4900775469732516,-0.1791837268483111,-1.4531867570265615,-1.5865469006399904,-0.5646122245631663,-0.7246091318296985,-1.0038069646870638,-1.2179562497317875,-1.658560706884961,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-0.6717939358890432,0.0655248055740862,0.2819283637956559,0.5065298936873023,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.1667877425195386,-0.5035350741773573,-0.1896848935269871,-1.4534701744733989,-1.5780327157947058,-0.5115423964185343,-0.7265662203625579,-1.0176635874662063,-1.2179562497317875,-1.6566023973011184,-1.6296678115170893,True,-0.2056326334475312,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-4.491427582078434,-2.4506080853004453,-1.3541921647558026,-1.056639699801734,0.09425781615390057,-0.06412455098348932
-0.1595468057140967,-0.4985836716229547,-0.1825936020154015,-1.4502210152529578,-1.575631279043472,-0.243280887077681,-0.7248283869390385,-1.0079049545999146,-1.2179562497317875,-1.6582775126606442,-1.6296678115170893,True,1.571943918253943,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.4705872400320926,-0.8891586858169588,-0.4238311355342501,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1736429635629473,-0.5038365527642611,-0.1961017675364392,-1.44780843777792,-1.583490526592965,-0.1271097388830294,-0.7264687539391929,-0.9828915011967888,-1.2179562497317875,-1.6558392929981078,-1.6296678115170893,True,0.3703865115412822,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,1.0626530635373992,0.5065298936873023,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.1618955480128028,-0.4957221799506476,-0.1845916243487634,-1.4494224567302705,-1.579451746602253,-0.2398831236903724,-0.7264680887907168,-0.9704526943655598,-1.2179562497317875,-1.6604765247903486,-1.6296678115170893,True,1.2243516665912535,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,1.137748896786444,1.453015413408271,0.9717104082980784,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.2751949847735731,-0.5424070759305657,-0.2934669637984972,-1.6264837803320384,-1.675509216651616,-0.6027966131062551,-0.8198194380788503,-1.306494985907059,-1.130239379483451,-1.7539949786031273,-1.936858572343124,False,-0.7698310860544334,-1.6175301783810927,-7.656710514656253e-17,-4.0371746350005693e-17,-1.274755308441361,-0.4987963359460872,-0.4238311355342501,0.754742642715553,-0.0,-0.06412455098348932
-0.2849554208876099,-0.5440405107601742,-0.3026847326340288,-1.6535599575374846,-1.7194991716855854,-0.645673151088961,-0.821101622624622,-1.855978643623854,-2.0074080819668128,-1.752973875167762,-1.936858572343124,False,-0.7698310860544334,-1.3457450034313,-7.656710514656253e-17,-4.0371746350005693e-17,-0.4705872400320926,-0.1084339860752156,-0.4238311355342501,-0.1509485285430905,-0.0,-0.06412455098348932
-0.2737892952886985,-0.5357217456842532,-0.2917031558111955,-1.6573612716892665,-1.723428795460332,-0.3950476517108055,-0.8208207969380106,-2.000448447043789,-2.270558692711821,-1.7540058364972948,-1.936858572343124,False,-0.7698310860544334,0.0451569094799298,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,-0.4987963359460872,-0.4238311355342501,-0.6037941141724122,0.0,-0.06412455098348932
-0.2722085273945527,-0.5308367706151006,-0.2898977583605748,-1.6729435908119694,-1.732597917601408,-0.6307877114874179,-0.8211842784085861,-2.0847859869403367,-2.270558692711821,-1.7577051623748194,-1.936858572343124,False,-0.7698310860544334,0.4570478413604595,-7.656710514656253e-17,-4.0371746350005693e-17,0.6016368511802651,0.2819283637956559,0.5065298936873023,0.754742642715553,0.0,-0.06412455098348932
-0.290921174469531,-0.5433915653273476,-0.3082073755789848,-1.67031524191041,-1.7265943257233225,-0.6445405632931913,-0.8229543493615807,-2.08976165301093,-2.358275562960157,-1.7543690805148575,-1.936858572343124,False,-0.7698310860544334,0.6817222217815883,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,-0.4987963359460872,-1.3541921647558026,-1.056639699801734,0.0,-0.06412455098348932
-0.5075978680715728,-0.6602426216886265,-0.5182880818747558,-1.6630125251932464,-1.727576731667009,-0.6489091162197311,-0.8392651868074752,-2.083513404033805,-2.270558692711821,-1.7549321682803725,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,0.4264078422086801,-4.0371746350005693e-17,0.8696928739833545,1.0626530635373992,0.9717104082980784,1.207588228344875,0.09425781615390057,0.0
-0.4196931965167788,-0.6094307052789466,-0.4328289927489273,-1.6625963831330208,-1.7261577008594615,-0.6634709593081972,-0.8325050833002773,-2.0164308102168564,-2.270558692711821,-1.7538921270418828,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,0.7699030484323393,-4.0371746350005693e-17,0.8696928739833545,-0.1084339860752156,0.5065298936873023,0.3018970570862312,0.09425781615390057,0.0
-0.7275127714338084,-0.7762931416892005,-0.7313361560561524,-1.6658536282580418,-1.7277950440989398,-0.6315967027701104,-0.8566602162694207,-2.054697949927534,-2.270558692711821,-1.7578484586480383,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-0.6040777764622971,-4.0371746350005693e-17,-3.687259513669166,-4.012057484783932,-3.680094737809684,-2.868022042319021,0.09425781615390057,-0.0
-0.8756777522874055,-0.8579904322024176,-0.8751120828130807,-1.6704044614326443,-1.8002747714998224,-0.4060499331554243,-0.8691870462063696,-2.08976165301093,-2.358275562960157,-1.7620479167774774,-2.020637870750224,False,-0.7698310860544334,3.4416913763379854e-16,-1.2910681889096152,-4.0371746350005693e-17,0.0655248055740862,0.6722907136665275,2.367251952130407,2.56612498523284,0.09425781615390057,-0.0
-0.7952361374663177,-0.815516016826037,-0.797180571341745,-1.6655990138524142,-1.7340169484089551,-0.5867785857089425,-0.8624198699537091,-2.08976165301093,-2.358275562960157,-1.755176076202032,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-0.947572982685956,-4.0371746350005693e-17,-1.274755308441361,-1.2795210356878304,-0.8890116501450264,-0.6037941141724122,0.09425781615390057,-0.0
-0.2673227532526139,-0.5342637475464588,-0.2855707260813415,-1.6742202465342877,-1.7313971992257906,-0.6448641598062683,-0.8209360671689195,-2.090256463016288,-2.358275562960157,-1.7545098312708944,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,2.223966189842702,0.6016368511802651,-0.1084339860752156,0.041349379076526,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.2797238113265113,-0.5399526655140214,-0.2975267175323,-1.6735266933929829,-1.735217666784572,-0.6699428895697378,-0.8218517327327415,-2.0912711719850225,-2.358275562960157,-1.7542227293052974,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,1.1819851741921332,0.3335808283771756,0.6722907136665275,0.9717104082980784,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.2753927813967413,-0.5319847738217285,-0.2929465770787949,-1.6767756262471856,-1.732270448953512,-0.548432398909315,-0.8217096126750139,-2.119532721666644,-2.358275562960157,-1.7556957952371497,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,2.2406184584464066,-0.4705872400320926,-0.1084339860752156,0.041349379076526,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.2973648748231648,-0.5427136643240272,-0.3141740234869102,-1.6721906926249177,-1.7341261046249203,-0.4013577837158075,-0.8232120943960715,-2.153003663016564,-2.358275562960157,-1.755411923331608,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-1.000849701943501,0.8696928739833545,1.0626530635373992,0.5065298936873023,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.2852500168569477,-0.5439332048224628,-0.3029523567982679,-1.6687073501103438,-1.7337986359770248,-0.6607203889470425,-0.8217521600058687,-2.1765518870580944,-2.358275562960157,-1.7535600289480604,-1.936858572343124,False,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-0.0527111583200604,0.6016368511802651,0.6722907136665275,0.9717104082980784,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.286333453416436,-0.5511959432097943,-0.3044545313473487,-1.6786905040277196,-1.7371824786719454,-0.5084682295443026,-0.822129498736363,-2.1790748589780704,-2.445992433208493,-1.7540630316017836,-1.936858572343124,False,0.0448382537799949,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,1.137748896786444,-0.4987963359460872,0.5065298936873023,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.2975502011224004,-0.5548733006624793,-0.3151694056560993,-1.680293351665611,-1.736309228944224,-0.7181587700182144,-0.8226894428951641,-2.1790748589780704,-2.445992433208493,-1.755122389947536,-1.936858572343124,False,-0.6037024363627068,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,1.4058049195895337,-0.1084339860752156,-0.4238311355342501,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.2908333883277878,-0.5540489185378384,-0.3088463095500871,-1.6828921314063707,-1.7430769143340654,-0.5422840651608517,-0.822985566996726,-2.1790748589780704,-2.445992433208493,-1.7558294883935006,-1.936858572343124,False,-0.1663368182319882,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.6016368511802651,-0.1084339860752156,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.2875648053033621,-0.5526965230689028,-0.3057049801973925,-1.6886566641882377,-1.740893790014762,-0.6440551685235758,-0.8228222287026106,-2.176299589866097,-2.358275562960157,-1.7550814428042767,-1.936858572343124,False,0.3834851166131299,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,1.137748896786444,1.8433777632791424,1.436890922908855,1.207588228344875,0.09425781615390057,-0.06412455098348932
-0.2900057786117479,-0.5526880067246401,-0.3079820321156822,-1.6757777404500829,-1.7313971992257906,-0.6529540726331939,-0.8232415604735629,-2.107521339500073,-2.358275562960157,-1.7536338727875855,-1.936858572343124,False,-0.6177594759520068,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.7386432628351821,-1.2795210356878304,0.5065298936873023,1.6604338139741963,0.09425781615390057,-0.06412455098348932
0.033860880772534,-0.3879512498423857,0.0053545974184174,-2.6623287594550247,-2.554435067603285,-1.2718324038930031,-0.8692391716752804,-3.112091747523913,-2.533709303456829,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,1.0492718354050767,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,0.2819283637956559,0.5065298936873023,0.754742642715553,1.0492718354050767,-0.06412455098348932
-0.0096657354314023,-0.4122960715520785,-0.0369059424210281,-2.6656984099329626,-2.55410759895539,-1.2766863515891584,-0.8701239078349634,-3.2444268980882223,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,-0.9718676715292835,-7.656710514656253e-17,-4.0371746350005693e-17,-0.2025312172290032,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,-0.9718676715292835,-0.06412455098348932
0.0027745856425994,-0.4052700875352533,-0.0248228784547207,-2.6654417465771103,-2.554653380035216,-1.2750683690237732,-0.8699747815466207,-3.266818628634065,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,1.231387074544493,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,-0.4987963359460872,-0.8890116501450264,-1.5094852854310556,1.231387074544493,-0.06412455098348932
-0.0254925519986973,-0.4151388272670073,-0.0518659373513393,-2.666703715815597,-2.5542167551713546,-1.2779807376414665,-0.8703865306249456,-3.2827718860366724,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,0.3781578865490037,-7.656710514656253e-17,-4.0371746350005693e-17,1.137748896786444,0.6722907136665275,0.9717104082980784,1.207588228344875,0.3781578865490037,-0.06412455098348932
0.0080360745937146,-0.3990974412135624,-0.0194959709617845,-2.668810113184098,-2.5576005978662755,-1.2783043341545437,-0.8703921400437606,-3.373477856715952,-3.2354442654435185,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,0.1694360669832428,-7.656710514656253e-17,-4.0371746350005693e-17,0.6016368511802651,0.6722907136665275,0.5065298936873023,-0.1509485285430905,0.1694360669832428,-0.06412455098348932
-0.4669518966960604,-0.6481408964911615,-0.4795435221766856,-2.668845636869312,-2.5600020346175096,-1.278789728924159,-0.8741323142681309,-3.38095041300255,-3.323161135691855,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-0.260582570238638,-4.0371746350005693e-17,-0.2025312172290032,-0.8891586858169588,0.041349379076526,-1.056639699801734,0.09425781615390057,-0.260582570238638
-0.356901658396771,-0.5912074318253677,-0.3730067547931985,-2.669295831424178,-2.560766128129266,-1.2779807376414665,-0.8733136716953567,-3.439463981498122,-3.323161135691855,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,0.082912635985021,-4.0371746350005693e-17,-1.0066992856382715,-0.1084339860752156,0.041349379076526,1.207588228344875,0.09425781615390057,0.082912635985021
-0.1036338241941636,-0.454848837295677,-0.1274640610385594,-2.6692450399121226,-2.5615302216410223,-1.2773335446153125,-0.8713425485296513,-3.4768165121936363,-3.410878005940191,-1.762014955914252,-1.9927114379478572,True,-0.7698310860544334,3.4416913763379854e-16,1.1133982546559984,-4.0371746350005693e-17,-1.274755308441361,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,1.1133982546559984
-0.1865703680816423,-0.4980454386655445,-0.2077723930576428,-2.669415849343598,-2.561311909209092,-1.277818939384928,-0.8719833525715309,-3.4775953401146307,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,0.7699030484323393,-4.0371746350005693e-17,0.3335808283771756,1.453015413408271,0.5065298936873023,0.754742642715553,0.09425781615390057,0.7699030484323393
-0.5842904837254462,-0.7075287715734995,-0.5930469278880706,-2.6691084499801616,-2.562621783800674,-1.2781425358980052,-0.8750898620143317,-3.434446774323308,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-0.6040777764622971,-4.0371746350005693e-17,0.0655248055740862,-0.1084339860752156,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,-0.6040777764622971
7.247634295254698e-05,-0.391357787547513,-0.026403162854578,-2.669406073698372,-2.562621783800674,-1.2773335446153125,-0.870592216705373,-3.480842863105826,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,0.3995020109492973,-0.2025312172290032,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.0361657911308875,-0.4115330071061299,-0.0615810516526567,-2.669535350022556,-2.561311909209092,-1.2781425358980052,-0.8708594068482245,-3.485364981712603,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,0.8250039509861417,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.4705872400320926,-1.669883385558702,-0.8890116501450264,-1.056639699801734,0.09425781615390057,-0.06412455098348932
-0.1756898252476423,-0.4955654792162118,-0.1974522154284803,-1.4543798161546937,-1.5737756233720637,-0.1178872382603341,-0.7274435290309247,-1.189916881043906,-1.130239379483451,-1.6544762557185084,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,0.6722907136665275,0.9717104082980784,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.1639627820088727,-0.4948160409210838,-0.1864592331849585,-1.4344129224912678,-1.5695185309494215,-0.1062377637895612,-0.7231168933951728,-0.8870104793201053,-1.130239379483451,-1.656114604585904,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.0655248055740862,-0.1084339860752156,-0.4238311355342501,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1572497967394276,-0.4949846645374876,-0.1802068737284695,-1.4323764170511684,-1.5634057828553711,-0.2405303167165263,-0.7226760995000578,-0.8447624904338065,-1.0425225092351151,-1.657814569883184,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.8696928739833545,1.0626530635373992,0.9717104082980784,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.1598068304883739,-0.4938434744062699,-0.1825156073708944,-1.4286440059407075,-1.561659283399928,-0.1028400004022526,-0.7218338441563821,-0.8278488744651804,-1.0425225092351151,-1.6559445024036925,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.2025312172290032,-0.4987963359460872,0.041349379076526,0.3018970570862312,0.09425781615390057,-0.06412455098348932
